direction,time,canid,len,data
TX,10:10:22.281,0x300,6,40 40 40 08 04 01
TX,10:10:22.307,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:22.327,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.352,0x101,32,58 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 64 81 FF 7F 12 07 F1 F7 ED E5 55
RX,10:10:22.371,0x101,16,59 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:22.391,0x101,32,5A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 53 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.415,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.435,0x101,32,5B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 86 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.457,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.478,0x101,32,5C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 59 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.497,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.521,0x101,32,5D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9D 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.545,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.564,0x101,32,5E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 75 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.586,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.605,0x101,32,5F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 97 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.633,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.655,0x101,32,60 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 97 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.679,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.699,0x101,32,61 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9D 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.720,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.739,0x101,32,62 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8C 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.764,0x300,6,40 40 40 08 04 01
TX,10:10:22.785,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:22.807,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.828,0x101,32,63 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 8C 81 FF 7F 12 07 F1 F7 ED E5 55
RX,10:10:22.848,0x101,16,64 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:22.869,0x101,32,65 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 7B 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.894,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.916,0x101,32,66 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 97 81 FF 7F 12 07 F1 F7 ED E5 55
TX,10:10:22.940,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:22.963,0x101,32,67 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6A 81 FF 7F 12 06 F1 F7 EC E5 55
TX,10:10:22.984,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.004,0x101,32,68 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A3 81 FF 7F 12 06 F1 F7 EC E5 55
TX,10:10:23.026,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.045,0x101,32,69 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A A3 81 FF 7F 12 06 F1 F7 EC E5 55
TX,10:10:23.065,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.083,0x101,32,6A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 7B 81 FF 7F 12 06 F1 F7 EC E5 55
TX,10:10:23.105,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.125,0x101,32,6B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B4 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.146,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.164,0x101,32,6C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B4 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.188,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.207,0x101,32,6D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9D 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.226,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.247,0x101,32,6E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 97 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.269,0x300,6,40 40 40 08 04 01
TX,10:10:23.289,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:23.308,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.327,0x101,32,6F 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B9 81 FF 7F 12 05 F1 F7 EB E5 55
RX,10:10:23.347,0x101,16,70 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:23.366,0x101,32,71 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 86 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.392,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.413,0x101,32,72 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 9D 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.438,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.458,0x101,32,73 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CA 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.478,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.497,0x101,32,74 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CA 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.519,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.539,0x101,32,75 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CA 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.560,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.579,0x101,32,76 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B9 81 FF 7F 12 06 F1 F7 EC E5 55
TX,10:10:23.600,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.621,0x101,32,77 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B9 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.641,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.660,0x101,32,78 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C5 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.683,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.702,0x101,32,79 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CA 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.721,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.741,0x101,32,7A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A FD 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.762,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.781,0x101,32,7B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C5 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.801,0x300,6,40 40 40 08 04 01
TX,10:10:23.821,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:23.841,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.861,0x101,32,7C 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A AE 81 FF 7F 12 05 F1 F7 EB E5 55
RX,10:10:23.880,0x101,16,7D 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:23.899,0x101,32,7E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D6 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.922,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.942,0x101,32,7F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C5 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:23.966,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:23.986,0x101,32,40 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A DB 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:24.010,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.031,0x101,32,41 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D6 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:24.058,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.080,0x101,32,42 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A CA 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:24.108,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.129,0x101,32,43 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A DB 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:24.155,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.175,0x101,32,44 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A E7 81 FF 7F 12 05 F1 F7 EB E5 55
TX,10:10:24.199,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.218,0x101,32,45 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A E7 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.253,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.274,0x101,32,46 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A EC 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.298,0x300,6,40 40 40 08 04 01
TX,10:10:24.319,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:24.340,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.361,0x101,32,47 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A B9 81 FF 7F 12 04 F1 F7 EA E5 55
RX,10:10:24.381,0x101,16,48 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:24.401,0x101,32,49 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A EC 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.426,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.446,0x101,32,4A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A EC 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.471,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.492,0x101,32,4B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A D0 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.515,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.535,0x101,32,4C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A FD 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.559,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.578,0x101,32,4D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A EC 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.602,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.622,0x101,32,4E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A F8 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.647,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.667,0x101,32,4F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A EC 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.689,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.709,0x101,32,50 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A FD 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.736,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.756,0x101,32,51 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 0E 82 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.778,0x300,6,40 40 40 08 04 01
TX,10:10:24.801,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:24.822,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.842,0x101,32,52 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 09 82 FF 7F 12 04 F1 F7 EA E5 55
RX,10:10:24.862,0x101,16,53 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:24.880,0x101,32,54 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A F8 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.904,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.924,0x101,32,55 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A DB 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.948,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:24.967,0x101,32,56 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A C5 81 FF 7F 12 04 F1 F7 EA E5 55
TX,10:10:24.987,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.006,0x101,32,57 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1A 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.031,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.051,0x101,32,58 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 2B 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.073,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.093,0x101,32,59 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.116,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.136,0x101,32,5A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.164,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.185,0x101,32,5B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.206,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.226,0x101,32,5C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.249,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.270,0x101,32,5D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.291,0x300,6,40 40 40 08 04 01
TX,10:10:25.312,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:25.336,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.358,0x101,32,5E 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 30 82 FF 7F 12 03 F1 F7 E9 E5 55
RX,10:10:25.379,0x101,16,5F 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:25.399,0x101,32,60 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A FD 81 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.423,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.443,0x101,32,61 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 2B 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.467,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.489,0x101,32,62 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 4D 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.511,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.531,0x101,32,63 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 30 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.555,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.576,0x101,32,64 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 3C 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.597,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.617,0x101,32,65 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 3C 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:25.642,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.664,0x101,32,66 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 3C 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.688,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.708,0x101,32,67 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 0E 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.729,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.748,0x101,32,68 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 41 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.770,0x300,6,40 40 40 08 04 01
TX,10:10:25.790,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:25.810,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.830,0x101,32,69 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 30 82 FF 7F 12 03 F1 F7 E9 E5 55
RX,10:10:25.851,0x101,16,6A 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:25.870,0x101,32,6B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 30 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.897,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.917,0x101,32,6C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.940,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:25.961,0x101,32,6D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 3C 82 FF 7F 12 03 F1 F7 E9 E5 55
TX,10:10:25.986,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.006,0x101,32,6E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.029,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.049,0x101,32,6F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 52 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.073,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.094,0x101,32,70 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 1F 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.121,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.141,0x101,32,71 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5E 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.168,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.188,0x101,32,72 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 41 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.210,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.230,0x101,32,73 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.253,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.273,0x101,32,74 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.293,0x300,6,40 40 40 08 04 01
TX,10:10:26.312,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:26.332,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.354,0x101,32,75 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 80 82 FF 7F 12 02 F1 F7 E8 E5 55
RX,10:10:26.373,0x101,16,76 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:26.393,0x101,32,77 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 52 82 FF 7F 12 02 F1 F7 E8 E5 55
TX,10:10:26.420,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.440,0x101,32,78 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.465,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.486,0x101,32,79 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5E 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.508,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.527,0x101,32,7A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 52 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.550,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.569,0x101,32,7B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5E 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.591,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.612,0x101,32,7C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 75 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.635,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.655,0x101,32,7D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 75 82 FF 7F 12 01 F1 F7 E7 E5 55
TX,10:10:26.676,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.697,0x101,32,7E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 80 82 FF 7F 12 00 F1 F7 E6 E5 55
TX,10:10:26.717,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.737,0x101,32,7F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 91 82 FF 7F 12 00 F1 F7 E6 E5 55
TX,10:10:26.761,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:26.781,0x101,32,40 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 6F 82 FF 7F 12 00 F1 F7 E6 E5 55
TX,10:10:26.802,0x300,6,40 40 40 08 04 01
