direction,time,canid,len,data
RX,10:10:52.379,0x101,16,6D 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:52.399,0x101,32,6E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FB 4B BC E1 40 1A
TX,10:10:52.429,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.450,0x101,32,6F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.476,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.496,0x101,32,70 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.516,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.536,0x101,32,71 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.560,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.581,0x101,32,72 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.603,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.623,0x101,32,73 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.647,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.667,0x101,32,74 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 FA 4B BC E0 40 1A
TX,10:10:52.687,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.707,0x101,32,75 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:52.731,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.751,0x101,32,76 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:52.772,0x300,6,40 40 40 08 04 01
TX,10:10:52.792,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:52.812,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.833,0x101,32,77 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
RX,10:10:52.853,0x101,16,78 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:52.874,0x101,32,79 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:52.899,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.920,0x101,32,7A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:52.946,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:52.967,0x101,32,7B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:52.987,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.010,0x101,32,7C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:53.033,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.052,0x101,32,7D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:53.073,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.094,0x101,32,7E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F9 4B BC DF 40 1A
TX,10:10:53.117,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.137,0x101,32,7F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F8 4B BC DE 40 1A
TX,10:10:53.162,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.184,0x101,32,40 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F8 4B BC DE 40 1A
TX,10:10:53.207,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.227,0x101,32,41 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F8 4B BC DE 40 1A
TX,10:10:53.249,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.269,0x101,32,42 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F8 4B BC DE 40 1A
TX,10:10:53.290,0x300,6,40 40 40 08 04 01
TX,10:10:53.309,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:53.333,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.353,0x101,32,43 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F7 4B BC DD 40 1A
RX,10:10:53.373,0x101,16,44 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:53.392,0x101,32,45 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F7 4B BC DD 40 1A
TX,10:10:53.416,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.437,0x101,32,46 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F7 4B BC DD 40 1A
TX,10:10:53.460,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.481,0x101,32,47 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F7 4B BC DD 40 1A
TX,10:10:53.500,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.520,0x101,32,48 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F6 4B BC DC 40 1A
TX,10:10:53.544,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.564,0x101,32,49 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F6 4B BC DC 40 1A
TX,10:10:53.585,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.606,0x101,32,4A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F6 4B BC DC 40 1A
TX,10:10:53.634,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.653,0x101,32,4B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F6 4B BC DC 40 1A
TX,10:10:53.677,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.697,0x101,32,4C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F6 4B BC DC 40 1A
TX,10:10:53.717,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.736,0x101,32,4D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
TX,10:10:53.757,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.778,0x101,32,4E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
TX,10:10:53.800,0x300,6,40 40 40 08 04 01
TX,10:10:53.821,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:53.842,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.862,0x101,32,4F 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
RX,10:10:53.883,0x101,16,50 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:53.905,0x101,32,51 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
TX,10:10:53.931,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.952,0x101,32,52 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:53.976,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:53.997,0x101,32,53 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
TX,10:10:54.017,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.038,0x101,32,54 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.062,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.082,0x101,32,55 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.101,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.121,0x101,32,56 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.145,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.165,0x101,32,57 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.191,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.210,0x101,32,58 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.230,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.250,0x101,32,59 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.271,0x300,6,40 40 40 08 04 01
TX,10:10:54.291,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:54.310,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.329,0x101,32,5A 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
RX,10:10:54.349,0x101,16,5B 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:54.369,0x101,32,5C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F5 4B BC DB 40 1A
TX,10:10:54.393,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.413,0x101,32,5D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.435,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.456,0x101,32,5E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.477,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.496,0x101,32,5F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.520,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.539,0x101,32,60 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.561,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.581,0x101,32,61 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.603,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.623,0x101,32,62 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.644,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.663,0x101,32,63 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F4 4B BC DA 40 1A
TX,10:10:54.686,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.705,0x101,32,64 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.724,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.744,0x101,32,65 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.767,0x300,6,40 40 40 08 04 01
TX,10:10:54.787,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:54.807,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.826,0x101,32,66 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
RX,10:10:54.846,0x101,16,67 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:54.866,0x101,32,68 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.888,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.910,0x101,32,69 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.935,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.955,0x101,32,6A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:54.975,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:54.995,0x101,32,6B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:55.020,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.041,0x101,32,6C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:55.061,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.081,0x101,32,6D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:55.105,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.124,0x101,32,6E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:55.149,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.170,0x101,32,6F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F3 4B BC D9 40 1A
TX,10:10:55.190,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.210,0x101,32,70 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.235,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.255,0x101,32,71 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.275,0x300,6,40 40 40 08 04 01
TX,10:10:55.294,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:55.315,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.335,0x101,32,72 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
RX,10:10:55.354,0x101,16,73 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:55.374,0x101,32,74 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.400,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.423,0x101,32,75 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.447,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.468,0x101,32,76 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.489,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.510,0x101,32,77 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.533,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.554,0x101,32,78 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.576,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.598,0x101,32,79 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F2 4B BC D8 40 1A
TX,10:10:55.623,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.645,0x101,32,7A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.669,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.692,0x101,32,7B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.715,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.738,0x101,32,7C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.765,0x300,6,40 40 40 08 04 01
TX,10:10:55.787,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:55.808,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.829,0x101,32,7D 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
RX,10:10:55.850,0x101,16,7E 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:55.871,0x101,32,7F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.894,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.913,0x101,32,40 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.938,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:55.960,0x101,32,41 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:55.981,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.002,0x101,32,42 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:56.026,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.050,0x101,32,43 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F1 4B BC D7 40 1A
TX,10:10:56.073,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.093,0x101,32,44 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F0 4B BC D6 40 1A
TX,10:10:56.117,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.137,0x101,32,45 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F0 4B BC D6 40 1A
TX,10:10:56.161,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.181,0x101,32,46 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F0 4B BC D6 40 1A
TX,10:10:56.201,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.221,0x101,32,47 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 F0 4B BC D6 40 1A
TX,10:10:56.243,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.262,0x101,32,48 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.283,0x300,6,40 40 40 08 04 01
TX,10:10:56.303,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:56.322,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.342,0x101,32,49 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
RX,10:10:56.362,0x101,16,4A 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:56.381,0x101,32,4B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.405,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.424,0x101,32,4C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.450,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.472,0x101,32,4D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.494,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.515,0x101,32,4E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EE 4B BC D4 40 1A
TX,10:10:56.537,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.556,0x101,32,4F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EE 4B BC D4 40 1A
TX,10:10:56.576,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.596,0x101,32,50 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EE 4B BC D4 40 1A
TX,10:10:56.622,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.643,0x101,32,51 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EE 4B BC D4 40 1A
TX,10:10:56.670,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.689,0x101,32,52 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.710,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.732,0x101,32,53 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.760,0x300,6,40 40 40 08 04 01
TX,10:10:56.782,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:56.803,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:56.822,0x101,32,54 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
RX,10:10:56.841,0x101,16,55 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:56.860,0x101,32,56 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 EF 4B BC D5 40 1A
TX,10:10:56.887,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
